NAME,ISIN,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
CHIBA BANK,JP3511800009,4512,4512,2713,3716,2879,3209,3356,2692,2776,2776,2408
CHUGAI PHARM.,JP3519400000,52357,,49035,44844,49441,49486,48089,42771,48898,50265,50265
CHUGOKU ELEC.POWER,JP3522200009,42390000,40840000,39510000,39570000,39570000,29653794,28166603,25980019,23478733,24773650,19610803
CHUBU ELEC.POWER,JP3526600006,,,59340000,59090000,59090000,53130000,53130000,50560000,44940000,44390000,44390000
CHIYODA CORPORATION,JP3528600004,224,224,5221,105433,131113,114340,74825,92582,73868,65586,86336
TSUMURA,JP3535800001,33047,33047,32123,32123,34589,34175,32072,37632,38736,38736,42972
TDK,JP3538800008,90704,90704,91537,95022,107378,107378,111341,136021,146774,158763,146350
T & D HOLDINGS,JP3539220008,1124,2388,2358,1997,1997,1893,1816,2138,1882,1835,1697
THK,JP3539250005,17120,17120,25989,23481,25292,24745,30822,29700,29822,29822,36425
TEIJIN,JP3544000007,1060591,,1017036,748664,748664,715857,683380,683380,774000,774000,748000
TERUMO,JP3546800008,80877,80877,53384,68444,68444,58157,62933,62933,66639,66639,82204.17
DENA,JP3548610009,1330,1330,952,1910,1460,1218,4294,4333,457,13,31
DENKA,JP3549600009,1068864,1068864,1856091,1735165,1715888,1683286,1665476,1665476,1635691,1635691,1559291
ELEC.POWER DEV.,JP3551200003,47840000,56330000,46555000,59110000,53965373,53987576,53327705,53327705,47948000,47948000,48910000
DENSO,JP3551500006,578591,640000,620000,610000,680000,690000,490000,648976,683000,601678,638790.23
DENTSU GROUP,JP3551520004,1166,1166,4799,4482,5170,5611,4887,3540,3540,4072,1981.351422
TOKAI CARBON,JP3560800009,296813,296813,303549,240037,183494,398794,679113,721398,862653,2018000,2018000
CENTRAL JAPAN RAILWAY,JP3566800003,37867,1167977,1327608,622961,1185026,1197876,70000,70000,36291,71000,71000
TOKYO ELECTRON,JP3571400005,11154,11154,10000,8258,9000,9000,11000,12000,12000,12000,22336
TOKYO GAS,JP3573000001,,,3106384,3186000,3712000,3588000,3588000,3892873,3691000,2922000,4405000
TOKYU,JP3574200006,138354,214005,247756,150669,138242,106498,90221,88450,111520,149882,146952
TOKYO STEEL MNFG.,JP3579800008,1625504,1625504,1227516,1397182,294963,416654,505213.2,255473,255473,321932,369454
TOKYO TATEMONO,JP3582600007,1789,1789,24607,28160,27156,14787,4063,2447,2542,12657,18522
TOKYO ELECTRIC POWER CO. HDG.,JP3585800000,,127500000,121400000,91420800,88900000,82008000,82008000,79904969,70200000,72369996,75256761
TBS HOLDINGS,JP3588600001,7419,7419,3875,3963,4107,5044,5486,6087,5334,3908,4966
TOSHIBA DEAD - DELIST.20/12/23,JP3592200004,782000,782000,753000,845000,845000,562976,320414,320414,275747,307603,
TOSOH,JP3595200001,4719796,6070000,5011821,4611731,4651786,7797254,7769261,7769261,7625797,7794061,7645068
TOTO,JP3596200000,166841,166841,171436,168442,172718,179911,181491,181491,166839,188044,167834
TOBU RAILWAY,JP3597800006,260572,283316,290664,213311,225458,252654,193122,184481,175730,176417,128683
TOHO,JP3598600009,6942,10724,9312,10991,9911,10451,15132,9903,9191,8394,8394
TOHO ZINC,JP3599000001,373694,373694,269716,260379,278306,393687,,,,,
TOHO GAS,JP3600200004,,55898,54027,50622,51511,57836,57432,65970,70269,94542,85868
TOHOKU ELECTRIC PWR.,JP3605400005,45800000,43740000,43740000,41770000,40340000,31861100,36230000,34890000,31400000,32815000,31069000
TOYO SUISAN KAISHA,JP3613000003,142261,167979,107964,112515,115070,115450,117940,117940,166362,119149,119149
TOYO SEIKAN GROUP HDG.,JP3613400005,677084,677084,539831,539281,512057,480964,480964,438552,415922,415922,401211
TOYOBO,JP3619800000,687234,687234,677669,651759,610775,602559,637789.2471,719052,719052,717955,693461
TORAY INDS.,JP3621000003,3147195,3147195,3616213,3669088,3330510,3200415,3273553,2817156,3043571,3043571,2655976
TOKUYAMA,JP3625000009,180716,180716,159957,5393843,4989439,5853142,6122843,6122843,6290000,6320000,6515000
LIXIL,JP3626800001,369978,369978,338207,293426,1030235,569282,545443,466000,510000,510000,452000
TOPPAN HOLDINGS,JP3629000005,278907,278907,271527,250267,236000,232000,343626,343626,261685,380192,304695
TOYOTA MOTOR,JP3633400001,3017582,2979200,2783065,2600000,2600000,2500000,1904119,1642074,1642074,2560000,2370000
TOYODA GOSEI,JP3634200004,,26348,23617,43891,138267,147383,133004,101229,100883,100883,143152
TOYOTA INDS.,JP3634600005,193072,227726,176042,220123,241739,236043,231723,224423,236312,236312,223008
TOYOTA TSUSHO,JP3635000007,58205,64878,64668,60858,34812,40839,40882,41490,472268,472268,471820
TOYOTA BOSHOKU,JP3635400009,59705,59705,54166,49866,56819,51908,43022,42086,42086,46101,66092
TREND MICRO,JP3637300009,1046,1046,1219,876,923,930.4512,934,934,808,912,898.84
DOWA HDG.,JP3638600001,949575,949575,330000,302000,336000,409000,323000,390142,468219,577740,1039000
NIKON,JP3657400002,27220,27220,24210,24210,22092,25457,37050,33890,33890,34735,33056
NISHI-NIPPON FINL.HDG.,JP3658850007,,,,3,70,2000,2032,1229,1538,599,1356
WEST JAPAN RAILWAY,JP3659000008,93000,93000,94400,89800,88000,91200,85400,85500,59051,146539,124504.44
SOJITZ,JP3663900003,441,441,382,13,26,27,924207,924207,705806,700617,728600
NICHIREI,JP3665200006,230688,230688,199373,180047,72236,94228,100897,76271,76271,74316,77994
JGC HOLDINGS,JP3667600005,196002,196002,213069,231556,194274,154901,126506,108039,108039,87856,82943
NISSAN CHEMICAL,JP3670800006,652166,652166,328534,314103,318973,272954,221264,221264,220243,238958,230424
NISSAN MOTOR,JP3672400003,791682,861457,928236,963661,912476,889444,765370,737683,697851,661241,661241
NISSIN FOODS HOLDINGS,JP3675600005,85668,80073,157039,112440,114815,175100,226368,226368,269000,269000,295799
NISSHIN SEIFUN,JP3676800000,95208,129397,134826,150265,157144,153580,62876,88942,88942,86018,83257
NISSHINBO HOLDINGS,JP3678000005,283676,283676,289201,270200,285105,292898,245382,245382,247694,237915,193760.7
NITTO DENKO,JP3684000007,430608,430608,458428,397144,432237,366163,343471,343471,330370,330370,299497
NITTO BOSEKI,JP3684400009,73038,73038,72444,57039,43614,43341.44169,41414.96085,34309,139000,142000,157800
NIPPON SHEET GLASS,JP3686800008,520162,520162,503218,3232560,3065081,3225115,3100000,2970000,3028390,3028390,2910499
NIPPON EXPRESS HOLDINGS,JP3688370000,,,,,,,,,615106,655852,545859
ORACLE JAPAN,JP3689500001,1548,1548,1645,1993,1279,1876,1790,1539,1312,1146,1100
NGK INSULATORS,JP3695200000,210950,238424,288000,295000,298000,323000,323000,309000,308541,350000,286830.29
AOZORA BANK,JP3711200000,1135,1135,834,851,868,1005,1049,1315,61,61,106
NIPPON SANSO HOLDINGS,JP3711600001,99920,120000,106000,50000,54000,119000,1096000,1096000,983000,1087000,1103000
NISSUI,JP3718800000,272684,272684,90591,90692,85959,108277,82080,213264,231370,231370,197713
NSK,JP3720800006,128242,128242,133383,139104,137471,143039,131621,119938,127257,127257,112340
JAPAN STEEL WORKS,JP3721400004,24453,24453,72930,195543,203845,224858,154080,149318,134080,64924,61302.561
NIPPON SODA,JP3726200003,560476,560476,398912,153478,134254,66086,65206,65844,66595,54663,44022
JAPAN TOBACCO,JP3726800000,391000,391000,340000,368000,355000,361000,369000,344351,358720,358720,340162.17
SBI SHINSEI BANKLIMITED DEAD - DELIST.28/09/23,JP3729000004,449,,423,488,421,439,439,402,238,1129,
NIPPON TELEVISION HDG.,JP3732200005,,,,,,,,11360,8518,7818,2212
NEC,JP3733000008,,59671,60000,50000,56000,52000,25746,22361,22361,22412,20525
NIPPON ELEC.GLASS,JP3733400000,,297432,88395,1264864,1470320,1470320,1376174,1376174,944731,790000,790000
NIDEC,JP3734800000,76720,17364,16637,222851,68705,92324,66707,60308,56729,78757,78757
NIPPON TELG. & TEL.,JP3735400008,197614,500000,220000,200000,190000,164000,164000,138000,148858,141000,166000
NITERRA,JP3738600000,,45965,66698,62638,67319,67558,65321,62100,62100,64909,64909
NHK SPRING,JP3742600004,18074,18074,15046,19703,22267,19078,17128,17128,17695,16298,16683
NH FOODS,JP3743000006,279000,279000,277000,277000,277000,347000,348000,348000,349000,348000,268000
NIPPON YUSEN KK,JP3753000003,20863984,20863984,20484255,21112158,21828013,20918985,13360688,13360688,13685201,13685201,11255044
NITORI HOLDINGS,JP3756100008,189636,189636,17037,64772,55666,67272,63003,80233,57567,35300,31997
NINTENDO,JP3756600007,,6032,2154,2035,1929,528,496,496,460,345,611
NOMURA HDG.,JP3762600009,3085,3085,3116,2979,2992,2859,2814,2814,1924,1924,2473
NOMURA RESEARCH INST.,JP3762800005,1404,1404,1247,1685,1040,1000,1000,1689,1689,1621,1557
HOUSE SHOKUHIN GP.HONSHA K K,JP3765400001,104971,104971,84627,29235,33226,35452,33512,32353,53893,55300,55300
HAKUHODO DY HDG.,JP3766550002,30772,30772,11699,7840,209,262,293,293,255,255,160
HASEKO,JP3768600003,25094,25094,22069,28561,28900,40401,36600,38900,38900,40487,34486
HACHIJUNI BANK,JP3769000005,2293,2293,2589,2692,2692,2772,2660,2689,2484,2484,2379
HAMAMATSU PHOTONICS,JP3771800004,,,5435,12736,12483,12045,12033,11671,11689,12599,11233
HANKYU HANSHIN HDG.,JP3774200004,1419846,1419846,416048,262836,361761,439089,345534,238721,210084,104555,106829
BANDAI NAMCO HDG.,JP3778630008,,0,24209,29109,14935,14285,12226,12226,1327,6131,5990.73
PARK24,JP3780100008,2097801,2097801,818685,29123,31716,38752,69146,69146,29832,155689,155689
HIKARI TSUSHIN,JP3783420007,29947,29947,24669,29368,6499,6775,6447,8362,9123,9123,0
EAST JAPAN RAILWAY,JP3783600004,1666196,1655716,1080000,1190000,1380000,1390000,1200000,1290000,1350000,1410000,1520000
HITACHI METALS DEAD - DELIST.29/12/22,JP3786200000,395,,724857,694818,694818,722382,683897,1971876,1833569,,
HITACHI CON.MCH.,JP3787000003,51748,51748,50110,44517,44517,51188,100719,98988,98988,92806,92806
HITACHI,JP3788600009,863728,863728,808472,1296000,1296000,1870000,1530000,1530000,1574063,1270000,486059
KANADEVIA,JP3789000001,43204,43204,13316,13571,15321,14804,10696,9695,10296,9732,208831.03
HITACHI TRANSPORT SYSTEM DEAD - DELIST.24/02/23,JP3791200003,898042,898042,747588,115417,116605,43906,42207,42207,40519,,
HINO MOTORS,JP3792600003,95917,89609,87297,147700,153719,176368,157444,157687,120000,124500,124500
HIROGIN HOLDINGS,JP3796150005,,,,,,,1881,2260,1879,1519,1365.3
HIROSE ELECTRIC,JP3799000009,914,1242,1022,2143,2690,2667,1995,1867,1679,1679,1688
FAST RETAILING,JP3802300008,117100,1838925,5986,11474,11474,13209,11218,11174,12047,10029,9738
FANUC,JP3802400006,58434,58434,65712,6626,5756,8161,25213,34875,52804,52804,58001
FUJIKURA,JP3811000003,28056,28056,26529,25213,24509,25518,23576,21142,21142,21455,20159
FUJIFILM HOLDINGS,JP3814000000,720366,720366,725318,652228,625118,636035,592620,564895,564895,580000,580000
SUBARU,JP3814800003,151368,151368,279584,279584,343388,351327,279674,232070,232070,242332,264961
FUJITSU,JP3818000006,216000,216000,197400,191600,208400,147000,87000,75000,75000,69550,64680
FUJI MEDIA HOLDINGS,JP3819400007,0,0,,,,,,15991,13336,13022,13074
FUJI ELECTRIC,JP3820000002,252706,252706,261832,106906,113150,110708,221900,202200,154511,154511,139299.68
FURUKAWA,JP3826800009,21123,21123,15536,12760,9678,13480,10302,10302,9825,4000,3996
FURUKAWA ELECTRIC,JP3827200001,95391,95391,138203,150000,132644,165194,171516,143474,127561,127561,152782
BROTHER INDUSTRIES,JP3830000000,7218,29389,35287,32587,27350,67067,17363,18355,18724,18724,19040.314
BRIDGESTONE,JP3830800003,2042000,1922000,1922000,1827633,1922000,1885000,1807183,1503503,1722210,1722210,1782281
HEIWA REAL ESTATE,JP3834800009,5965,5965,1756,1512,1634,1657,1675,2961,2961,3011,2709
BENESSE HOLDINGS DEAD - DELIST.17/05/24,JP3835620000,4528,4528,4408,164435,135310,127313,102425,67070,75,73,
HOYA,JP3837800006,46423,56981,78183,76152,87043,90329,64989,21614,15997,15997,12639
HOKUETSU,JP3841800000,898831,898831,715724,429385,503292,607132,500790,431227,374306,454101,844968
HOKUHOKU FINL. GP.,JP3842400008,3890,3890,2353,3194,2354,2503,2139,2139,1481,1157,4325
HOKURIKU ELEC.POWER,JP3845400005,17690000,18030000,17260000,18000000,17000000,17000000,12790000,12790000,12170000,13470000,12790000
HOKKAIDO ELEC.POWER,JP3850200001,13568159,14280966,19207714,13869552,16539431,16385135,13881337,13881337,15125249,16407922,13835995
HONDA MOTOR,JP3854600008,1409000,1376000,1330000,1280000,1350000,1380000,1240000,1120000,1160000,1090000,1090000
MAKITA,JP3862400003,49653,49653,37453,72003,21942,18301,16367,16367,4876,20930,21401
MATSUI SECURITIES,JP3863800003,189,189,84,121,93,105,92,79,86,64,64
PANASONIC HOLDINGS,JP3866800000,610000,610000,430000,428750,438255,410000,385000,385000,330000,330000,405791
MAZDA MOTOR,JP3868400007,139670,,179220,131700,135280,135880,117120,92080,99050,95120,122480
MATSUKIYOKARA,JP3869010003,11592,11592,53245,66029,64973,76112,73590,80894,6988,3243,2377
MABUCHI MOTOR,JP3870000001,45301,32232,28825,29710,26704,26469,24551,2879,3610,3610,3741
MARUI GROUP,JP3870400003,18488,19919,20000,18414,13818,15109,13799,11090,10540,10540,10043
MARUBENI,JP3877600001,,23890,15271,626278,682406,726708,726708,797963,797963,1016487,1000124
MISUMI GROUP,JP3885400006,22305,22305,19202,26582,24596,11575,15198,12491,14757,8565,6428
MIZUHO FINL.GP.,JP3885780001,15811,15811,15735,15603,16026,15845,14756,14756,11305,11305,14401
MITSUI CHEMICALS,JP3888300005,3760000,3760000,3503055,4217000,4183915,4100000,3777455,3777455,3740184,3812000,3553000
MITSUI MNG.& SMELT.,JP3888400003,1389460,1389460,716964,691170,707649,747677,747677,766340,959299,959299,962889
MS&AD INSURANCE GP.HDG.,JP3890310000,24519,24519,22983,26315,26315,27948,23441,23441,19961,16804,16804
SUMITOMO MITSUI FINL.GP.,JP3890350006,6276,5806,5323,15042,15042,15671,13539,10589,10589,18755,15792
MITSUI E&S,JP3891600003,26185,26185,26456,38699,31892,39310,39640,,37553,14687,15759.56971
SUMITOMO MITSUI TRUST GROUP,JP3892100003,5806,5806,5577,5002,5037,4575,4421,4297,4211,4211,4077
MITSUI FUDOSAN,JP3893200000,117869,117869,75601,46233,51636,67774,62327,63663,115407,140559,150381
MITSUI,JP3893600001,1887360,2178000,382000,317000,314000,428407,481824,387000,316000,366000,381297.54
ISETAN MITSUKOSHI HDG.,JP3894900004,90224,90224,25802,27091,22712,24234,22572,17161,17161,17557,17327
MITSUBISHI GAS CHM.,JP3896800004,1052357,1224633,1294224,2472716,2205114,1283214,1473985,1801718,769391,769391,740969
MITSUBISHI,JP3898400001,1992740,,2137205,1725000,7169300,5628117,6883788,6773666,6773666,7343000,6490110.89
MITSUBISHI ESTATE,JP3899600005,86020,86020,30775,48396,48422,48664,118351,118351,116914,120713,110783
MITSUBISHI MOTORS,JP3899800001,144204,144204,137870,116000,104335,120000,116606,79654,91620,91620,94688
MITSUBISHI HEAVY INDS.,JP3900000005,151200,151200,234900,185951,183897,185534,188135,152677,138000,139987,167522
MITSUBISHI PAPER MILLS,JP3901200000,832922,832922,673558,612692,,,,,,,
MITSUBISHI LOGISTICS,JP3902000003,74078,82000,29050,22079,31614,38766,41360,30528,30528,34211,47678
MITSUBISHI ELECTRIC,JP3902400005,374000,374000,398000,366000,381462,311850,265007,227052,276000,275625,272191
MITSUBISHI UFJ FINL.GP.,JP3902900004,14301,17648,11344,11421,11836,10795,15025,14474,13567,35000,26927
MITSUBISHI MATERIALS,JP3903000002,10883000,11005060,10346000,10346000,10412999,10059546,9415181,9176440,9176440,9068927,918575
MINEBEA MITSUMI,JP3906000009,48142,180405,163718,22354,22354,34318,47243,50379,78141,107215,108821
TOKIO MARINE HOLDINGS,JP3910660004,15900,15900,14830,14916,14916,14474,17478,13163,14191,13022,13362
MURATA MANUFACTURING,JP3914400001,120500,120500,119400,121100,251000,251000,311647,287000,260000,260000,264000
MEIDENSHA,JP3919800007,28010,28010,20737,1850,1784,2084,23023,20009,16505,16505,20298
YAKULT HONSHA,JP3931600005,21287,21287,18436,19798,19798,19936,19936,20198,20432,41131,43391
LY,JP3933800009,2834,2834,3243,16717,15305,2,4203,3672,3672,3721,3646
YAMAZAKI BAKING,JP3935600001,176226,176226,231426,226706,229760,224567,257495,257771,252168,308000,296703
YAMADA HOLDINGS,JP3939000000,147632,147632,157839,73422,90670,90670,94595,91507,80635,71912,56000
YAMATO HDG.,JP3940000007,587804,587804,579652,464538,582588,657358,661232,661232,662833,673212,659537
YAMATO KOGYO,JP3940400009,2270007,2270007,1389001,1514344,1577979,2150662,2019430,1834926,1177261,166580,166580
ASTELLAS PHARMA,JP3942400007,115159,115159,98500,94934,87429,82093,70898,63276,63276,61171,62577.53
YAMAHA,JP3942600002,37329,37329,32768,27830,25000,22000,22000,22000,22000,22000,22000
YAMAHA MOTOR,JP3942800008,360159,397120,149000,147281,151000,146167,155846,155846,130174,151002,154950
USS,JP3944130008,13279,13279,2526,4805,4641,4259,2831,4411,3243,3243,3966
UNITIKA,JP3951200009,175397,175397,7029,187527,196123,,,,,,
UNI CHARM,JP3951600000,31793,31793,32000,29000,37800,37800,25000,25000,45747,75151,29640.7
YOKOGAWA ELECTRIC,JP3955000009,12680,11760,11708,12097,15412,15015,14000,11727,11727,12015,15390
RAKUTEN GROUP,JP3967200001,5101,5101,40757,18287,17087,2228,2591,2705,2705,1647,2061.22
RICOH,JP3973400009,183434,191802,178148,175528,173400,173400,131987,131987,111489,111489,115524
RINNAI,JP3977400005,29984,29984,36587,35612,40313,40254,36723,36723,35941,35941,36778.275
LAWSON DEAD - DELIST.24/07/24,JP3982100004,24618,24618,5500,5484,5484,4400,4500,4500,4263,4176,
ROHM,JP3982800009,138432,138432,42904,42904,36002,36002,132191,132191,131011,164179,173711.797
WACOAL HDG.,JP3992400006,3463,3463,2820,835,865,880,862,840,1652,1799,1701
YUHAN,KR7000100008,13441,13441,11352,13997,13740,19152.084,5711,5711,5329,7681,7681
CJ LOGISTICS,KR7000120006,,533652,548140,306302,134957,137978,125319,123199,118548,118548,112736
DOOSAN FUEL CELL,KR7000150003,29264,29264,,,,,32500,32500,33969,30300,27728
DL,KR7000210005,20718,20718,17852,18024,25215,25215,21972,18497,5136,1121087,1121087
HANKOOK & COMPANY,KR7000240002,7515,7515,2674,2674,12759,6504,29956,32296,6045,240785,12712.2
KIA CORPORATION,KR7000270009,423242,,385155,410536,410536,388749,368746,359025,359025,365125,512198.79
SK HYNIX,KR7000660001,1925483,1925483,1725530,1691266,1706624,1958542,1266102,1266102,2628921,2942757,2942757
EUSU HOLDINGS,KR7000700005,,,,,,,,,,,
HYUNDAI ENGR.& CON.,KR7000720003,14090,14090,20043,452515,452515,12542,417904,167071,167071,174227,309762
SAMSUNG FIRE & MAR.IN.,KR7000810002,5550,5316,5654,5654,5629,4776,4327,3233,3233,3016,3039
HANWHA,KR7000880005,65756,65756,95226,98607,109018,84368,3900378,3968190,3968190,43345,20368
CJ,KR7001040005,246380,246380,1249324,520506,601324,834412,1066605,1066605,1067071,942979,359785
LX INTERNATIONAL,KR7001120005,151333,151333,114240,813,672,880,695,627,889,889,210294
DONGKUK HOLDINGS,KR7001230002,7645125,7645125,4906268,4379606,4648230,673000,673000,666084,666084,,
TAIHAN ELECTRIC WIRE,KR7001440007,38143,38143,,,,,,12818,12232,15380,15380
SK NETWORKS,KR7001740000,325796,325796,225103,3301099,2631271,978493,8680,8680,7957,11801,10330
ORION HOLDINGS,KR7001800002,102984,3591,98716,,35546,2175,33951,35928,40120,40120,101704
KCC,KR7002380004,842865,842865,931081,1097242,1155916,1175203,1175203,845215,845215,1103914,1103914
AMOREPACIFIC GROUP,KR7002790004,8053,8053,6277,11751,29558,30892,34197,34197,31034,26041,26041
KUMHOE&C,KR7002990000,35426,35426,33180,25300,27122,28858,,,,,
YUANTA SECURITIES KOREA,KR7003470002,435,435,121,398,154,219,680,709,793,525,124
HANJIN HVIND.& CON.HDG.,KR7003480001,,2909209,,,,,,,,,
KOREAN AIR LINES,KR7003490000,12538939,12538939,12805061,13038702,13328395,13313049,13335813,13335813,7503920,8631157,8631157
LG,KR7003550001,1695188,1695188,1640091,1955347,1955347,2246866,2258326,2258326,2431298,2426940,5394000
HYUNDAI STEEL,KR7004020004,11241345,11241345,14157452,13450000,13450000,16704000,16442000,25966000,25857000,22855993,22736513.22
SHINSEGAE,KR7004170007,16291,16291,11095,19057,15191,20215,16334,16334,22644,12645,14290
NONGSHIM,KR7004370003,92028,92028,81452,84660,86453,104057,95595,103373,87515,88457,88457
LOTTE,KR7004990008,,87164,88795,87622,4892,38915,38915,,,,4251758.03
LOTTE CHILSUNG,KR7005300009,68063,68063,56075,53381,47781,59696,54939,83836,83836,57175,53530
HYUNDAI MOTOR,KR7005380001,841978,841978,816952,806933,806933,831180,808139,716237,716237,704726,704726
POSCO HOLDINGS,KR7005490008,70702000,84413000,82741000,81309800,81282600,83701000,79447000,75069656,77101095,84430201,68305993
DB INSURANCE,KR7005830005,3148,3148,2884,3034,3339,3444,3112,2751,2751,2632,2927
KOREA LINE,KR7005880000,501001,501001,430885,310787,381415,665127,948244,776649,880717,1221081,1221081
SAMSUNG ELECTRONICS,KR7005930003,2221000,,2620000,2554000,2554000,4855000,5067000,5726000,7604000,5972000,5972000
NH INVESTMENT & SECS.,KR7005940002,344,1291,621,712,603,647,73,68,68,731,1075
SK DISCOVERY,KR7006120000,408423,408423,434964,496431,288066,428488,2847655,1954753,411493,809159,809159
LS,KR7006260004,173692,173692,128635,184698,152112,172367,24524,29530,31335,31335,32751
GS ENGR. & CON.,KR7006360002,21091,45162,45162,74022,53809,71574,58994,49466,46324,46324,51593
SAMSUNG SDI,KR7006400006,86020,86020,106182,99847,143581,154704,162873,183925,225594,242116,242116
MIRAE ASSET SECURITIES,KR7006800007,1113,1113,736,719,719,1075,904,979,942,942,1002
SAMSUNG ELTO.MECHANICS,KR7009150004,64481,64481,62229,62725,59513,66138,76506,79240,80462,117758,117758
HD KOA.SHIPBLDG.& OFFS. ENGR.,KR7009540006,393140,393140,509569,366041,366041,138936,362595,362595,389638,403028,405299
HANWHA SOLUTIONS,KR7009830001,314582,341000,322000,322000,379815,396251,363291,317390,317390,390020,390020
OCI HOLDINGS COMPANY,KR7010060002,1397041,,747200,747200,800341,774807,675929,637191,584137,658934,658934
LS ELECTRIC,KR7010120004,259422,259422,193763,344662,321649,255140,257025,257025,272199,4587,4525
KOREA ZINC,KR7010130003,1609481,1483304,1684420,1826844,2012052,2214108,2215475,1891934,2342635,2342635,2352409
SAMSUNG HEAVY INDS.,KR7010140002,246424,239420,228659,149427,149427,101409,133726,164901,164901,170131,124688
HD HYUNDAI MIPO,KR7010620003,61229,61229,61239,65055,55433,49950,60551,47845,48090,55481,55481
S-OIL,KR7010950004,6398824,6398824,6406220,6380470,6537000,7150000,8461725,7362000,7709000,8292260,7850342.84
LOTTE CHEMICAL,KR7011170008,4416747,4395565,4199337,4199337,4207695,4177933,4686030,4686030,4442336,5419311,4187489
HMM,KR7011200003,6303853,6303853,,,4578274,4705401,4194837,4194837,4863895,5347776,5456615
STX,KR7011810009,,,,,,,,,,,
HYUNDAI MOBIS,KR7012330007,51615,51615,53398,42877,36133,41501,51283,49088,52725,46775,46775
HANWHA AEROSPACE,KR7012450003,14231,14231,14327,6709,5358,4205,7320,7043,4282,7530,7530
HDC HOLDINGS,KR7012630000,104140,104140,97509,253522,,209840,244964,267093,293368,293368,
S-1,KR7012750006,17005,17005,20702,18253,10276,13208,16800,16800,15441,15441,15441
KOREA ELECTRIC POWER,KR7015760002,,,263482433,236851450,291614296,312177519,329375994,231935872,201935242,202694665,193607553
SAMSUNG SECURITIES,KR7016360000,1187,1187,855,855,820,848,700,654,654,622,595
SK TELECOM,KR7017670001,7375,7375,7134,8447,7152,6835,6604,6133,6286,6286,6394
COWAY,KR7021240007,17265,256,391,391,401,380,640,358,601,478,831
LOTTE SHOPPING,KR7023530009,126280,126280,106625,137357,163950,163950,77398,77398,120778,61094,101259
INDUSTRIAL BANK OF KOREA,KR7024110009,13070,13070,12367,10952,9084,11443,12496,13479,8120,8120,6560
SAMSUNG E&A,KR7028050003,249240,249240,219627,140005,87851,42703,18308,27058,27058,28106,38459.53
PANOCEAN,KR7028670008,4323920,4323920,,2003012,2009695,2247952,2744301,2172997,2643559,2669080,2669080
KT,KR7030200000,60481,60481,44073,41355,41368,41373,36042,36059,36059,37885,37885
LG UPLUS,KR7032640005,6844,6844,5837,,4077,5147,7997,7997,8259,5916,5916
KT & G,KR7033780008,43982,43982,58633,30621,30621,43140,33509,39271,36622,36622,38561
DOOSAN ENERBILITY,KR7034020008,122344,122344,127360,126836,121940,126586,109013,80656,80656,84759,106300
LG DISPLAY,KR7034220004,4037669,4037669,4503003,3016319,3341402,3703888,2964473,2181178,2091506,2091506,1158706
KANGWON LAND,KR7035250000,23177,23177,27976,26234,25084,30033,30664,30664,21850,24341,24341
NAVER,KR7035420009,1658,1658,2012,4191,2693,5497,6432,230,525,525,857
KOREA GAS,KR7036460004,329512,329512,150711,166283,166283,663206,663206,543490,206510,279215,324820
NCSOFT,KR7036570000,12938,12938,968,606,665,983.7568,983,7591,235,711,711
HANWHA OCEAN,KR7042660001,176878,176878,,,,131315,185801,185801,101295,101295,122528.708
HD HYUNDAI INFRACORE,KR7042670000,41188,41188,29671,33547,26890,28951,29550,23961,23961,15947,26552
DAEWOO ENGR.& CON.,KR7047040001,13503,11193,11529,11118,9146,8584,8584,6944,6944,5130,3928
POSCO INTERNATIONAL,KR7047050000,214459,214459,205008,418992,378887,544256,603959,1028959,576925,800629,800629
LG H & H,KR7051900009,6021,6021,5917,7571,8222,8771,8693,8314,8315,7487,7487
LG CHEM,KR7051910008,4652160,4663826,4925748,5248663,5258820,5424367,5544045,5389212,5856588,5638675,5638675
LG ELECTRONICS,KR7066570003,378993,378993,412000,341000,341000,1096960,611675,440166,440166,332724,265249
HYUNDAI DEPARTMENT STORE,KR7069960003,,10233,6908,6646,11098,11887,16026,16154,22640,22640,24276
KOREA INVESTMENT HDG.,KR7071050009,,481,293,476,583,781,839,868,868,94,94
STX ENGINE,KR7077970002,14267,14267,,,,,,,,,
GS HOLDINGS,KR7078930005,2608225,6845965,6545620,6616133,583149,5476719,6589455,8643624,8457676,25731920,8534109
HYUNDAI GLOVIS,KR7086280005,880011,66525,72444,3989509,3989509,3383413,4043340,3123760,3854998,3854998,3489416
HJ SHIPBUILDING & CONSTRUCTION,KR7097230007,,29475,29115,37024,34108,,,7525,9546,8145,
KB FINANCIAL GROUP,KR7105560007,17194,17194,23561,23561,21513,19021,18980,17861,15649,15649,13993
AGILE GROUP HDG.,KYG011981035,13123,13123,20440,14954,12580,13195,1982,18134,18134,11707,11707
ASMPT,KYG0535Q1331,9237,9237,7208,15978,1400,1200,1400,1500,1500,2900,2300
CHINA RESOURCES LAND,KYG2108Y1052,20641,20641,37716,27270,27873,29754,32321,22918,29190,17419,35745.31
CHINA MENGNIU DAIRY,KYG210961051,266757,328913,355696,354848,381074,448180,534481,260100,260000,260000,253700
CK HUTCHISON HOLDINGS,KYG217651051,,4919,219477,3876252,2069101,2116764,9123231,9123231,8440060,7407868,7534374
AAC TECHNOLOGIES HDG.,KYG2953R1149,14843,11402,13259,17515,4510,4277,1994,1994,6053,5001,5292
