NAME,ISIN,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
ECOLAB,US2788651006,,,,,,30.96,17.6,25.47,24.58,57.48,48.58,66.25,50.8,88.07,61.41,49.66,39.93,51.08,44.31,47.9,47.47,56.13,55.26,54.1,
EDISON INTL.,US2810201077,,,,79.22,70.87,77.9,59.77,60.16,69.07,57.73,59.1,47.81,48.24,33.88,46.17,51.19,48.41,41.6,79.79,71.33,80.77,88.51,90.46,92.2,96.89
EDWARDS LIFESCIENCES,US28176E1082,,,,,,,,,,46.76,46.5,50.09,55.13,53.92,59.52,26.54,43.25,55.99,49.92,42.89,41.81,43.74,53.46,69.62,
ELECTRONIC ARTS,US2855121099,,,,,,,73.33,77.36,75.74,61.52,45.11,37.68,44.15,40.1,27.45,19.55,28.01,54.4,65.46,56.72,60.42,47.4,55.43,78.51,72.98
EMERSON ELECTRIC,US2910111044,,,,14.06,23.46,26.8,26.04,22.15,10.41,16.06,31.56,19.63,28.85,24.81,14.32,31.19,41.13,43.36,56.75,59.53,79.99,67.2,49.93,70.91,74.52
ENERGIZER HOLDINGS,US29272W1099,,,,,,,,,,,,,,,,,22.1,33.18,57.14,74.97,67.82,81.09,71.37,69.94,74.24
ENTERGY,US29364G1031,,,,71.08,60.62,35.14,60.94,22.27,68.1,80.67,83.87,80.92,97.32,92.17,87.49,69.11,73.84,56.66,46.27,50.08,59.78,53.35,65.45,64.79,48.03
EQUIFAX,US2944291051,,,,31.2,56.75,28.98,15.17,23.18,20.28,16.3,16.66,18.45,50.44,40.56,40.56,22.43,29.48,40.52,47.02,58.34,42.31,70.46,70.29,67.19,69.44
EQUINIX REIT,US29444U7000,,,,,,,,,,,33.28,12.69,28.04,31.05,25.59,37.21,62.77,68.43,59.95,56.24,65.13,65.9,58.84,49.6,46.86
EQUITY COMMONWEALTH,US2946281027,,,,,,,,,,23.82,22.54,22.14,20.42,13.26,21.54,15.71,18.49,21.18,33.81,41.53,37.77,39.29,41.7,36.86,32.32
EQUITY RESD.TST.PROPS. SHBI,US29476L1070,,,,21.69,50.38,59.92,68.28,67.18,67.6,66.62,71.6,82.61,64.12,62.7,46.38,25.79,28.95,36.06,41.24,37.93,49.62,55.56,52.33,54,30.63
ERIE INDEMNITY 'A',US29530P1021,,,,,,,,,,19.09,68.85,61.24,62.68,52.06,48.87,70.69,53.58,70.7,74.27,78.93,77.58,71.35,57.28,65.06,68.42
ESSENTIAL UTILITIES,US29670G1022,,,,,,42.95,28.03,53.94,20.9,44.22,20.65,49.75,44.28,43.24,35.38,23.96,15.84,21.24,20.76,29.24,17.45,28.95,27.66,58.09,
ESSEX PROPERTY TST.,US2971781057,,,,,,,,,,62.59,60.59,41.13,54.67,66.27,61.39,60.24,70.01,75,72.99,81.02,78.41,83.29,80.82,83.29,84.6
EVERGY,US30034W1062,,,,,,,,,,,44.88,25.25,25.97,25.55,25.75,20.63,30.26,24.62,41.72,62.99,62.4,92.63,92.38,94.58,90.18
EVERSOURCE ENERGY,US30040W1080,,,,,,,,,,91.5,88.66,91.35,84.8,75.62,69.4,45.89,62.03,47.98,57.74,61.45,55.83,56.49,38.99,39.35,59
EXELON,US30161N1019,,,,68.43,78.24,73.36,46.85,34.67,26.54,52.31,88.39,81.49,75,48.96,73.32,62.79,57.88,81.27,79.97,76.48,75.17,61.99,59.64,80.59,71.33
EXPEDIA GROUP,US30212P3038,,,,,,,7.37,9.53,8.57,5.93,6.71,17.33,4.67,3.83,11.72,12.52,12.89,13.37,16.4,17.84,11.7,12.47,16.52,26.43,
EXPEDITORS INTL.OF WASH. A,US3021301094,,,,,,17.19,11.2,13.62,11.58,26.04,26.71,25.31,23.26,32.66,22.67,30.15,69.34,76.29,72.68,58.51,56.06,57.61,67.83,79.5,
EXXON MOBIL,US30231G1022,,,,90.57,97.65,64.57,87.3,90.92,72.94,79.82,95.32,82.64,81,70.89,70.3,51.94,70.06,43.29,50.82,49.47,70.38,80.48,74.18,72.9,
FMC,US3024913036,,,,56.51,32.5,29.84,20.02,47.21,42.42,50.05,28.12,42.08,63.46,52.33,51.49,68.36,69.37,75.46,75.44,85.32,80.39,79.15,75.45,77.91,
FTI CONSULTING,US3029411093,,,,,,,,,,29.42,52.98,63.6,54.82,53.57,61.61,55.25,70.13,82.48,83.7,81.57,73.26,87.27,84.35,87.88,
FACTSET RESEARCH SYS.,US3030751057,,,,,,,,,,,38.35,34.09,49.05,56.06,44.16,59.46,48.43,70.95,87.14,77.75,92.45,91.18,94.47,86.95,81.88
FASTENAL,US3119001044,,,,,,28.79,23.6,47.89,19.97,39.8,39.98,44.84,41.93,57.08,61.28,62.32,66.9,54.67,64.43,56.52,47.49,23.48,54.03,63.33,
FEDERAL REALTY INV.TST.,US3137451015,,,,,,77.19,74.95,72.85,79.07,74.07,65.7,52.77,75.9,63.99,60.71,62.93,65.86,69.32,69.02,75.64,70.29,84.45,86.44,93.82,83.59
FEDERATED HERMES B,US3142111034,,,,11.69,9.36,14.52,9.5,24.78,4.41,3.69,3.02,3.64,3.01,3.15,3.32,9.69,15.19,13.18,12.79,6.29,5.63,10.6,8.68,9.48,
FEDEX,US31428X1063,,,,22.09,26.97,10.42,25.94,49.95,64.65,83.48,81.49,84.93,85.18,71.67,80.46,86.9,89.73,85.41,93.5,83.78,86.47,68.86,78.11,70.93,78.88
F5,US3156161024,,,,,,,,,,,21.64,26.47,33.72,34.35,26.49,40.34,31.52,44.73,54.85,78.68,78.8,72.91,79.09,62.18,79.53
FIDELITY NAT.INFO.SVS.,US31620M1062,,,,,,,,9.1,18.71,41.96,14.81,19.97,56.39,33.19,30.33,31.11,15.8,10.78,39.91,64.98,44.19,34.43,41.45,27.53,44.98
FIDELITY NAT.FINANCIAL,US31620R3030,,,,,,,18.81,12.67,25.97,13.92,13.66,7.1,16.15,14.28,9.55,12.56,21.44,27.78,45.15,52.25,44.13,54.34,48.05,40.97,39.11
FIFTH THIRD BANCORP,US3167731005,,,,,56.74,75.93,68.85,39,43.18,71.07,76.2,79.95,73.96,61,50.39,72.41,49.95,61.65,70.57,73.1,70.87,69.68,75.31,56.4,62.48
FIRST CTZN.BCSH.A,US31946M1036,,,,,,,,,,12.81,22.39,33.93,27.37,19.13,17.34,20.8,39.21,22.38,30,42.82,46.41,30.01,36.3,27.74,21.59
FIRST HORIZON,US3205171057,,,,58.65,19.24,70.17,73.2,38.04,39.35,46.7,25.27,30.76,26.31,26.17,35.95,51.81,74.18,67.29,54.95,67.39,61.5,44.09,61.1,58.09,79.54
FISERV,US3377381088,,,,12.32,35.15,31.99,33.2,56.41,24.71,29.44,17.33,25.13,22.54,26.73,24.3,37.42,52.04,44.77,59.48,63.35,38.39,49.06,71.19,71.68,61.5
FIRSTENERGY,US3379321074,,,,56.22,31.08,81.34,79.17,73.82,83.32,84.14,77.67,77.62,80.14,79.85,78.68,55.46,49.92,54.3,73.89,70.87,73.09,72.56,41.32,53.63,39.96
FLUOR,US3434121022,,,,30.71,22.31,20.68,29.49,21.61,33.29,58.46,64.22,40.79,43.01,43.99,50.81,50.09,51.64,34.49,35.31,33.11,36.89,28.47,46.74,71.05,66.46
FLOWSERVE,US34354P1057,,,,,,,,,54.06,64.71,22.11,49.37,55.61,60.78,64.04,76.38,85.27,75.35,66.57,76.09,81.29,96.7,93.39,92.15,91.61
FOOT LOCKER,US3448491049,,,,,,36.78,42.26,35.53,66.21,53.06,43.68,44.82,29.59,25.14,23.98,57.47,35.69,51.03,64.17,68.02,64.7,63.08,71.66,59.26,65.47
FORD MOTOR,US3453708600,,,,,,,53.31,58.41,25.91,67.9,36.01,39.02,41.57,36.54,37.45,28.71,52.58,45.67,44.64,58.33,50.22,33.57,30.88,30.01,
FRANKLIN RESOURCES,US3546131018,,,,,,,39.41,59.21,61.22,61.61,24.35,47.01,43.61,51.02,50.56,32.58,42.33,53.48,62.99,58.17,51.67,53.78,40.73,35.14,
FREEPORT-MCMORAN,US35671D8570,,,,24.86,24.37,39.84,33.37,78.79,39.81,61.83,81.32,74.52,80.92,75.76,68.17,86.71,93.39,94.04,93.73,93.09,91.64,93.53,86.73,93.25,65.17
FRONTIER COMMUNICATIONS PARENT,US35909D1090,,,,76.67,49.5,58.05,37.88,46.33,52.3,35.45,66.54,76.51,85.98,82.95,70.85,79.11,66.53,78.69,84.27,82.23,60.05,57.41,71.43,74.59,70.83
FULTON FINANCIAL,US3602711000,,,,,,,,,,,72.64,29.13,62.87,41.99,66.74,52.05,69.24,66.8,65.16,53.45,37.14,44.1,39.92,42.11,66.1
GATX,US3614481030,,,,,,,,,,65.66,73.74,68.64,76.47,71.09,70.94,42.7,50.61,54.38,57.72,64.84,63.85,63.34,53.19,33.15,51.69
ARTHUR J GALLAGHER,US3635761097,,,,,,,,,,62.58,63.77,74.78,67.83,58.77,61.58,64.43,68.07,67.84,78.76,60.57,65.79,66.27,64.03,54.34,
GAMESTOP 'A',US36467W1099,,,,,,,44.25,42.46,20.23,28.2,44,59.03,46.49,27.78,35.09,49.92,70.68,73.42,79.03,73.4,61.64,28.05,27.87,16.77,29.99
GAP,US3647601083,,,,,,,87.58,79.47,69.38,55.56,81.38,69.21,84.26,82.48,86.08,89.26,91.82,83.98,90.71,86.97,86.53,84.49,78.12,64.99,
GENERAL DYNAMICS,US3695501086,,,,86.52,86.24,72.1,67.77,71.84,56.9,40.87,29.34,34.94,59.49,38.7,51.32,69.44,75.76,75.63,80.7,73.47,85.12,65.14,83.24,83.35,70.19
GENERAL MILLS,US3703341046,,,,48.78,32.46,24.28,56.24,41.1,63.04,76.16,40.47,73.38,75.61,84.48,70.92,40.92,39.39,37.05,38.98,44.93,39.67,38.35,39.36,44.39,
GENERAL MOTORS,US37045V1008,,,,,,,,,,,,27.57,35.64,47.25,60.48,34.52,65.24,74.06,87.98,83.48,80.44,69.05,74.78,69.92,
GENTEX,US3719011096,,,,,,,,,,21.12,49.03,44.74,41.8,61.63,54.67,66.08,69.31,81.92,81.99,82.78,76.17,73.11,69.16,64.64,53.64
GENUINE PARTS,US3724601055,,,,17.91,13.08,8.69,34.77,8.43,22.44,35.94,42.16,28.31,30.14,15.31,35.15,53.95,54.6,54.76,65.96,68.79,71.34,63.2,54.66,75.72,71.69
GENWORTH FINANCIAL,US37247D1063,,,,,,53.53,61.83,67.32,73.11,49.57,39.54,20.44,21.78,61.61,58.08,76.3,79.23,73.76,74.04,80.49,72.97,91.61,86.82,83.73,90.83
GILEAD SCIENCES,US3755581036,,,,,,,68.23,50.58,71.68,43.03,31.43,66.41,74.01,76.22,77.61,77.43,75.56,80.56,83.3,87.48,80.9,87.38,83.79,81.7,
GLOBAL PAYMENTS,US37940X1028,,,,,,,,,,,27.07,27.74,28.79,39.76,59.03,20.17,18.02,22.49,16.89,12.27,16.78,39.51,34.72,32.2,
GLOBE LIFE,US37959E1029,,,,25.63,42.7,48.39,62.26,51.43,36.14,30.77,21.66,21.2,38.37,23.92,41.01,44.38,63.4,65.57,68,75.14,74.09,65.3,61.55,60,48.09
GOLDMAN SACHS GP.,US38141G1040,,,,63.78,28.63,59.66,48.89,46.77,26.64,24.08,67.76,44.47,39.02,37.29,41.45,48.69,51.7,40.03,49.03,55.46,84.58,93.95,91.61,95.48,
GOODYEAR TIRE & RUB.,US3825501014,,,,50.19,46.35,59.48,24.28,46.34,35.87,51.59,55.64,46.69,52.3,57.04,45.85,26.6,28.18,29.76,34,37.52,30.2,32.54,38.8,51,
GRACO,US3841091040,,,,,,,,,,57.51,40.92,63.03,52.38,52.39,44.97,17.78,34.73,42.89,40.09,42.66,18.44,31.86,42.81,38.88,
GRAHAM HOLDINGS 'B',US3846371041,,,,,,48.1,38.61,42.84,41.61,31.1,30.7,15.89,10.38,12.82,11.36,12.18,17.42,22.2,27.92,28.23,28.22,29.03,17.4,12.55,14.11
WW GRAINGER,US3848021040,,,,45.04,52.54,42.52,41.15,47.14,50.12,50.4,71.83,67.93,63.46,67.55,70.02,47.11,62.15,56.46,61.42,73.6,59.24,68.26,68.84,72.11,52.58
GREENHILL & COMPANY DEAD - DELIST.01/12/23,US3952591044,,,,,,,,,,,34.53,19.76,33.37,28.96,38.17,29.9,38.92,37.76,38.22,40.7,44.5,47.72,60.94,58.9,
GREIF 'A',US3976241071,,,,,,,,,,,39.89,40.29,35.78,25.2,39.72,38.37,28.02,58.23,82.59,93.06,81.86,81.89,65.88,53.5,55.07
HP,US40434L1052,,,,59.38,41.78,57.71,82.48,91.69,73.14,70.45,69.26,90.69,81.97,70.89,67.26,65.91,72.07,76.66,79.6,89.14,88.33,85.62,90.41,83.91,84.44
HALLIBURTON,US4062161017,,,,84.47,77.49,47.65,68.46,55.22,65.83,63.25,45.75,55.49,61.98,64.17,70.24,35.59,53.22,59.85,61.48,65.06,82.97,90.52,78.59,75.65,65.3
HANESBRANDS,US4103451021,,,,,,,,63.94,70.31,54.35,30.16,42.41,25.92,35.75,31.1,49.98,61.33,65.06,72.22,54.09,80.64,82.86,84.23,87.15,
HANOVER INSURANCE GROUP,US4108671052,,,,,,,,,,73.84,75.29,64.78,60.93,58,47.82,58.43,53.3,37.91,38.72,45.33,48.64,62.71,57.56,69.39,
HARLEY-DAVIDSON,US4128221086,,,,,,,41.27,37.91,23.01,33.01,54.36,43.21,54.49,18.59,31.99,45.11,51.28,60.59,74.96,73.83,72.7,42.75,44.38,38.7,
ENVIRI,US4158641070,,,,,,76.49,65.33,64.98,39.61,59.31,25.91,32.84,60.28,12.94,32.87,42.3,60.33,57.39,62.19,63.48,68.31,68.96,65.77,49.58,63.84
HARTFORD FINL.SVS.GP.,US4165151048,,,,27.44,27.89,39.36,32.13,72.24,57.7,62.04,69.38,86.58,87.85,72.13,79.92,61.54,68.32,77.88,80.56,77.84,85.52,79.65,86.66,85.73,85.76
HASBRO,US4180561072,,,,42.69,32.45,46.3,41.27,31.36,24.4,12.3,20.55,46.22,66.19,76.9,57.79,70.03,87.52,84.4,90.61,70.19,66.7,61.21,73.35,73.28,
HAWAIIAN ELECTRIC INDS.,US4198701009,,,,,,,,,,66.47,71.09,56.78,60.65,45.61,67.67,78.61,66.52,73.77,82.48,81.21,90.91,84.46,91.89,92.62,94.37
HEALTHPEAK PROPERTIES,US42250P1030,,,,,,57.05,33.32,17.42,77.32,68.07,73.67,79.66,71.45,92.51,80.69,59.58,66.94,44.29,56.89,65.37,86.24,93.94,87.56,71.13,
HELIX ENERGY SLTN.GP.,US42330P1075,,,,,,,,,,29.04,50.61,53.28,26.83,20.3,19.87,32.74,43.74,58.59,27.58,38.27,56.88,44.28,49.11,61.92,54.79
HELMERICH & PAYNE,US4234521015,,,,,,,,,17.38,15.28,9.31,9.79,24.96,16.98,16.44,19.94,61.02,35.96,32.21,38.07,44.71,44.52,34.32,45.27,45.4
HERSHEY,US4278661081,,,,38.42,63.66,54.75,57.21,21.18,34.88,27.23,73.1,64.15,56.7,53.01,52.29,35.99,38.48,41.05,40.42,38.89,36.1,40.04,67.49,60.31,
HERTZ GLOBAL HLDGS,US42806J7000,,,,,,,,,,,,,,,,,11.41,39.53,37.18,58.86,70.24,56.19,70.54,51.52,51.1
HESS,US42809H1077,,,,41.21,53.51,29.38,28.85,46.94,69.53,55.9,40.31,41.08,32.8,26.62,34.04,57.52,77.97,67.96,77.17,74.11,75.72,76.84,72.14,69.32,
HIMAX TECHNOLOGIES ADR 1:2,US43289P1066,,,,,,,,,,,,,,,,,,,,,62.88,61.02,62.6,61.74,59.67
HOLOGIC,US4364401012,,,,,,,24.9,19.38,9.77,19.48,43.67,23.85,67.86,65.08,65.52,49.29,64.03,74.37,73.19,75.38,84.71,89.51,78.94,82.62,82.34
HOME DEPOT,US4370761029,,,,29.28,30.22,28.78,29.35,24.59,38.49,66.77,59.04,67.06,56.6,64.74,50.76,75.39,57.16,73.29,82.81,60.19,57.29,59.37,54.56,57,46.49
HONEYWELL INTL.,US4385161066,,,,60.7,58.33,62.7,79.18,73.14,62.18,74.45,45.41,76.69,78.32,80.31,83.11,31.89,49.21,63.01,59.31,72.8,73.85,70.47,65.25,62.18,
HORMEL FOODS,US4404521001,,,,,,,,,42.29,50.33,60.04,60.9,55.55,53.69,53.9,19.46,17.56,32.26,38.38,37.14,43.05,43.9,56.17,48.93,
HOST HOTELS & RESORTS REIT,US44107P1049,,,,,,67.72,69.78,67.81,78.61,76.76,46.68,73.46,74.9,82.85,84.51,90.03,90.85,94.32,87.34,79.39,89.95,77.96,82.96,84.99,
HUBBELL,US4435106079,,,,,,,,,,33.44,55.89,56.17,38.81,53.09,14.07,30.93,48.14,52.55,65.07,66.88,73.17,67.96,72.38,82.71,54.22
HUMANA,US4448591028,,,,69.6,65.14,77.63,66.7,70.79,71.64,84.16,85.73,73.18,62.34,55.48,42.1,86.77,88.36,84.16,88.81,87.09,88.06,87.36,87.46,78.91,83.73
HUNT JB TRANSPORT SVS.,US4456581077,,,,,,,,,,45.81,54.93,41.43,41.14,41.72,75.8,60.96,59.92,58.82,71.52,54.39,63.16,77.96,60.98,74.03,
HUNTINGTON BCSH.,US4461501045,,,,69.55,38.89,77.43,76.59,54.85,33.48,74.36,61.3,43.41,50.2,49.94,52.7,58.1,62.53,72.9,84.29,92.19,90.96,81.44,68.11,69.04,63.31
HUNTSMAN,US4470111075,,,,,,,,,35.82,39.38,41.85,28.41,25.59,24.22,28.85,58.44,61.74,43.48,47.84,48.38,56.17,81.08,68.42,76.15,
ITT,US45073V1089,,,,59.77,67.31,73.21,37.85,74.57,82.09,84.15,62.81,39.69,29.28,25.99,30.15,33.24,42.51,44.03,48.15,58.38,68.24,86.52,90.68,91.59,
IDEX,US45167R1041,,,,,,,,,,19.64,39.11,61.72,35.22,52.75,41.64,44.5,62.13,57.21,63.44,63.48,60.52,43.31,70.23,77.31,
IDEXX LABORATORIES,US45168D1046,,,,,,,,,,33.62,61.82,53.46,36.46,53.27,54.74,61.46,69.07,58.54,57.65,47.02,37.67,55.65,63.54,55.23,60.91
ILLINOIS TOOL WORKS,US4523081093,,,,78.93,81.91,61,32.49,46.75,61.83,60.5,36.68,69.51,77.89,58.67,66.46,41.44,58.2,69.62,60.9,65.45,68.06,69.53,67.49,59.45,73.58
ILLUMINA,US4523271090,,,,,,,,,,37.95,39.14,19.4,21.95,28.34,24.14,20.91,21.35,19.67,22.97,21.27,43.41,32.79,27.32,76.34,51.11
INTEL,US4581401001,,,,63.11,35.66,36.27,76.99,92.81,76.3,87.91,98.53,97,82.49,86.6,63.47,86.81,88.16,85.54,84.58,90.08,90.7,89.95,83.13,91.4,88.2
INTERCONTINENTAL EX.,US45866F1049,,,,,,,49.82,55.89,35.76,36.27,33.28,15.3,16.78,15.16,27.82,52.84,69.77,82.29,65.87,57.53,70.74,49.62,78.65,85.08,57.61
INTERNATIONAL BUS.MCHS.,US4592001014,,,,75.29,92.09,53.11,43.51,35.24,58.74,49.36,40.02,59.3,49.73,50.87,66,50.96,69.29,57.22,59.3,76.23,52.64,48.29,53,53.71,51.74
INTL.FLAVORS & FRAG.,US4595061015,,,,28.44,16.9,48.52,68.49,30.54,45.54,66.65,70.9,80.87,91.93,85,82.16,84.36,89.97,80.76,86.98,78.24,85.67,84.54,66.64,47.86,87
INTERNATIONAL PAPER,US4601461035,,,,,,,63.08,61.05,59.01,72.28,81.75,66.41,69.22,86.14,82.7,43.89,70.14,79.03,45.91,42.73,48.68,61.98,57.45,56.24,59.08
INTERPUBLIC GROUP,US4606901001,,,,27.74,46.03,67.61,48.26,38.93,41.19,46.66,46.44,65.41,71.5,72.8,76.13,52.97,66.18,67.08,68.38,73.85,56.04,66.45,33.37,76.47,
INTUIT,US4612021034,,,,41.36,32.48,48.94,46.04,46.35,42,25.28,29.74,41.82,79.83,75.87,71.87,79.33,79.83,81.15,74.42,84.86,69.93,67.29,58.3,75.85,78.61
INTUITIVE SURGICAL,US46120E6023,,,,,,,,,12.39,48.72,48.89,49.93,31.19,56.83,47.58,69.04,82.51,78.41,71.82,78.64,77.19,83.96,85.25,86.59,75.76
IRON MOUNTAIN,US46284V1017,,,,,,19.51,10.55,13.39,21.37,46.64,63.12,38.52,27.36,34.34,34.41,74.01,71.47,75.47,80.65,78.88,77.56,73.24,73.59,69.68,69.25
ITRON,US4657411066,,,,,,,,,,,83.98,86.95,67.39,82.05,68.28,66.89,83.73,80.26,87.53,86.93,80.82,80.09,82.23,74.47,83.34
JP MORGAN CHASE & CO.,US46625H1005,,,,63.38,42.13,27.64,28.49,30.94,83.3,69.98,83.4,28.62,42.38,64.46,67.19,72.45,79.53,79.67,78.37,79.57,84.72,87.08,85.64,80.41,83.22
JABIL,US4663131039,,,,70.86,74.71,75.25,69.84,68.02,76.27,76.7,68.62,66.42,54.12,65.8,70.89,46.09,51.97,70.5,63.7,59.28,65.83,62.86,63.24,66.27,51.08
JACOBS SOLUTIONS,US46982L1089,,,,,,22.12,11.64,11.98,26.52,19.09,19.67,30,55.2,56.5,53.76,56.44,39.72,69.06,72.39,61.22,51.96,66.09,72.4,69.15,53.65
JOHNSON & JOHNSON,US4781601046,,,,93.17,83.35,74.48,84.14,76.87,45.72,69.86,87.58,92.44,83.87,62.83,82.77,84.72,86.29,73.67,61.35,62.63,61,66.89,68.36,61.01,
JONES LANG LASALLE,US48020Q1076,,,,,,,,,,63.33,65.58,82.92,72.24,74.5,80.7,80.53,81.48,74.87,85.23,82.9,84.65,77.84,85.31,84.94,
JUNIPER NETWORKS,US48203R1041,,,,,,24.13,13.25,33.6,39.53,26.27,61.91,41.4,48.69,49.29,27.97,18.99,35.99,40.13,63.04,66.95,75.76,86.72,74.63,65.01,
KBR,US48242W1062,,,,,,,,,18.82,17.24,9.04,28.75,27.11,49.01,48.88,46.21,74.28,82.68,85.24,82.16,84.01,95.91,93.87,91.5,
KLA,US4824801009,,,,10.71,26.23,10.81,33.74,13.42,73.87,45.31,37.06,26.48,24.67,37.16,59.79,68.21,52.63,75.45,62.97,60.82,51.94,62.49,69.37,66.18,
KB HOME,US48666K1097,,,,12.4,31.07,67.89,6.74,23.64,55.57,55.68,52.7,64.97,58.22,60.66,55.18,50,64.54,58.06,74.17,71.19,83.03,63.28,70.83,46.06,
KELLANOVA,US4878361082,,,,37.97,21.4,36.42,51.1,31.31,22.5,45.68,23.69,27.2,35.16,45.25,52.88,48.51,63.73,64.99,65.07,66.15,73.19,70.42,61.89,54.92,
KENNAMETAL,US4891701009,,,,,,,,,,,36.87,47.74,56.88,58.32,58.6,55.78,47.44,26.26,28.59,22.8,33.02,71.35,74.11,75.32,81.7
KEYCORP,US4932671088,,,,11.28,25.98,44.08,45.32,34.16,30.69,46.87,63.82,44.29,73.52,78.86,75.18,85.95,84.51,84.66,82.48,88.06,71.89,57.75,73.95,76.67,
KIMBERLY-CLARK,US4943681035,,,,68.27,51.88,50.9,75.46,28.85,38.87,58.35,44.87,65.39,77.48,67.65,66.07,75.76,79.06,79.11,80.51,81.67,77.43,84.26,82.72,79.52,
KIMCO REALTY,US49446R1095,,,,77.65,77.14,73.32,64.95,67.94,69.1,30.96,29.37,49.89,65.57,39.59,44.5,56.97,65.02,56.8,75.68,79.73,91.83,80.6,90.72,93.51,91.39
KINDER MORGAN,US49456B1017,,,,,,,,,,,,,35.37,47.53,17.23,47.6,57.42,65.22,69.97,63.59,73.87,79.94,71.58,72.87,
KIRBY,US4972661064,,,,,,,,,,60.05,57.08,38.06,43.41,31.5,54.06,13.79,14.94,29.48,21.19,21.79,42.77,49.91,61.33,65.63,
KOHL'S,US5002551043,,,,52.63,52.5,68.5,59.94,56.81,63.96,62.76,47.84,49.53,67.99,55.41,51.74,76.93,78.33,76.93,78.86,76.73,55.1,71.93,66.76,59.67,65.81
KROGER,US5010441013,,,,50.69,50.68,45.84,52.48,30.92,22.2,23.21,50.64,47.03,47.11,82.13,71.26,55.6,71.26,82.29,82,81.85,72.24,71.61,79.8,70.2,74.77
LKQ,US5018892084,,,,,,,,,,,58.34,56.17,26.29,30.36,42.21,41.5,43.01,52.33,34.18,45.66,37.96,46.44,50.02,60.72,83.07
LAMAR ADVERTISING 'A',US5128161099,,,,,,,44.08,47.96,10.95,13.64,6.06,28.62,16.36,8.67,6.91,7.21,16.33,27.49,26.39,29.54,33.56,33.03,36.05,35.11,
LANDSTAR SYSTEM,US5150981018,,,,,,,,,,22.89,34.83,49.67,45.95,46.64,36.95,47.67,58.93,76.5,67.41,74.55,58.38,55.06,45.31,60.29,
LAS VEGAS SANDS,US5178341070,,,,,,16.85,14.66,13.19,4.79,3.35,5.28,25.02,21.72,44.35,67.15,40.52,42.08,56.13,38.62,63.32,72.61,44.98,70.96,63.63,
ESTEE LAUDER COS.'A',US5184391044,,,,12.76,4.83,6.97,19.64,14.8,19.97,14.91,40.11,18.44,12.66,16.26,10.77,26.91,27.2,37.82,41.65,39.84,30.27,26.54,21.95,23.91,22.43
LEAR,US5218652049,,,,,,55.43,45.17,36.19,10.83,12.8,26.73,21.73,20.16,62.06,63.35,48.86,59.1,77.49,78.75,80.65,92.67,85.1,81.36,66.23,65.77
LEGGETT&PLATT,US5246601075,,,,63.38,78.9,56.62,54.2,21.41,34.89,62.6,57.93,48.84,61.65,48.74,30.49,34.39,30.25,52.25,56.51,55.88,64.82,49.58,66.5,65.23,72.74
LENNAR A A,US5260571048,,,,56.94,36.21,24.87,28.5,29.36,32.94,63.45,60.6,49.02,36.15,22.23,16.05,36.37,29.34,27.22,43.52,14.92,18.44,20.71,27.93,31.27,
LENNOX INTL.,US5261071071,,,,,,,,,,41.18,35.81,57.42,71.81,45.38,46.42,28.63,36.02,43.58,49.58,52.99,52.52,52.45,48.76,28.4,
ELI LILLY,US5324571083,,,,18.6,26.66,33.95,50.3,34.77,31.49,59.71,80.07,72.23,65.55,80.03,66.31,43.45,48.96,45.19,38.19,43.11,33.48,28.71,26.46,28.96,
LINCOLN ELECTRIC HDG.,US5339001068,,,,,,,,,,36.84,43.73,65.09,55.26,28.74,33.17,63.38,63.31,67.15,72.02,61.94,68.37,63.69,49.19,73.22,67.51
LINCOLN NATIONAL,US5341871094,,,,65.94,57.24,51.96,30.66,18.83,24.98,50.98,35.56,47.23,45.36,45.83,48.59,34.18,40.45,50.04,57.11,47.93,53.74,48.19,58.52,51.95,61.9
LINDSAY,US5355551061,,,,,,,,,,,,,,,,,,44.71,43.18,35.02,49.25,51.3,42.8,55.56,40.84
LITTELFUSE,US5370081045,,,,,,,,,,,,,,,,,69.98,67.9,81.93,60.25,36.71,63.6,83.89,85.01,
LOCKHEED MARTIN,US5398301094,,,,44.64,36.88,13.91,64.44,31.52,38.27,69.79,79.64,75.26,70.75,46.01,35.5,80.74,78.68,79.03,84.13,77,88.75,72,51.12,62.42,
LOEWS,US5404241086,,,,7.88,46.47,46.68,50.64,70.62,61.24,60.18,20.26,32.41,38.67,36,33.92,38.4,45.62,52.44,39.4,52.2,53.7,46.45,43.65,45.76,47.97
LOWE'S COMPANIES,US5486611073,,,,46.77,9.62,28,24.46,29.08,42.1,30.19,27.67,39.09,36.86,63.86,47.17,66.26,76.72,71.3,83.23,79.8,49.97,74.75,84.85,78.72,72.11
LUMEN TECHNOLOGIES,US5502411037,,,,35.91,41.5,41.45,29.26,22.92,15.02,9.71,16.16,15.82,71.9,68.83,68.27,75.81,77.27,77.77,75.98,70.19,72.14,66.56,74.39,70.68,
M&T BANK,US55261F1049,,,,13.22,28.53,42.82,52.62,42.12,27.28,39.39,37.32,38.52,41.66,34.98,29.9,39.05,50.85,60.1,46.11,55.7,71.45,76.77,80.22,82.82,85.11
